$DATA1 SOURCE='HSPICE' VERSION='I-2013.12-SP1-1 32-BIT'
$OPTION MEASFORM=1
.TITLE '****summer 2017 necrl stt latch wite path monte carlo analysis****'
index 1:vdvtn@dvtn_intra 5:vdvtn@dvtn_intra 2:vdvtn@dvtn_intra 3:vdvtp@dvtp_intra 6:vdvtp@dvtp_intra 4:vdvtp@dvtp_intra 7:r1@dr_intra 8:r1@dr_intra 7:tox1@dt_intra 8:tox1@dt_intra 9:mc_cnr_rnd@9:mc_cnr_round 10:mc_cnr_rnd@10:mc_cnr_round 11:mc_cnr_rnd@11:mc_cnr_round 12:mc_cnr_rnd@12:mc_cnr_round 13:mc_cnr_rnd@13:mc_cnr_round 14:mc_cnr_rnd@14:mc_cnr_round ntrh ntdh1 ntrl1 ntdl ntdh2 ntrl2 temper alter#
11  1.772e-02 -3.788e-02 -8.748e-04 -2.888e-02  2.070e-02  1.933e-02  2.166e-08  2.094e-08  9.786e-10  1.172e-09    0.4163   -0.4174   -0.2350    0.3212    0.5580    0.4815    3.1416    3.1416  4.375e-20  4.787e-22    3.1416  4.375e-20  110.0000 1
12 -2.037e-02 -4.387e-03  1.879e-02 -2.921e-02  7.524e-03  2.843e-02  2.571e-08  1.776e-08  1.047e-09  9.213e-10    0.1907   -0.2157   -0.6731  7.316e-02 -3.811e-02   -0.2444    3.1416    3.1416 -3.954e-20  8.443e-26    3.1416 -3.954e-20  110.0000 1
13  6.985e-03  4.558e-03 -2.421e-02  2.126e-02  1.263e-02  1.616e-02  2.492e-08  2.620e-08  1.089e-09  9.703e-10  9.671e-02   -0.4450  6.241e-02    0.2124    0.2028    0.1667    3.1416    3.1416  2.138e-19    0.    3.1416  2.138e-19  110.0000 1
14 -1.958e-02  1.563e-02 -6.545e-03 -1.870e-02  2.537e-02 -2.272e-02  2.317e-08  2.210e-08  1.088e-09  9.816e-10  1.388e-02    0.3066  2.018e-02 -4.870e-03    0.1916   -0.2676    3.1416    3.1416 -1.142e-21  4.430e-24    3.1416 -1.142e-21  110.0000 1
15 -1.739e-02 -2.266e-02 -8.240e-03 -1.770e-02 -1.408e-02  9.577e-03  2.127e-08  2.397e-08  8.760e-10  7.923e-10 -8.763e-03   -0.2326    0.3242    0.1709   -0.4857    0.3591    3.1416    3.1416 -4.104e-22 -1.097e-20    3.1416 -4.104e-22  110.0000 1
16  3.988e-03 -5.737e-03  1.066e-02  1.509e-02 -1.923e-03  1.414e-02  2.345e-08  2.348e-08  8.485e-10  1.020e-09   -0.5017  1.368e-02    0.1374   -0.1912    0.1290    0.2282    3.1416    3.1416  4.096e-22  1.571e-20    3.1416  4.096e-22  110.0000 1
17 -1.989e-02  3.563e-02  2.619e-02  3.387e-04  2.189e-02 -1.235e-02  1.956e-08  2.325e-08  1.086e-09  1.088e-09   -0.1248   -0.6080  4.051e-02    0.3724   -0.8328    0.1854    3.1416    3.1416 -1.933e-21 -1.212e-21    3.1416 -1.933e-21  110.0000 1
18  1.290e-02 -1.279e-02 -1.768e-03 -1.495e-02 -9.881e-03  1.755e-02  2.081e-08  2.350e-08  9.773e-10  1.241e-09    0.3227   -0.1603   -0.6670    0.3657    0.2637   -0.3926    3.1416    3.1416  3.157e-20  2.302e-23    3.1416  3.157e-20  110.0000 1
19 -2.568e-02  5.700e-03 -1.547e-03  1.931e-02 -5.470e-03 -4.899e-03  2.084e-08  2.778e-08  9.057e-10  1.000e-09   -0.1792   -0.1877    0.1971    0.4250    0.2160   -0.1465    3.1416    3.1416  3.177e-19  2.439e-20    3.1416  3.177e-19  110.0000 1
20  1.517e-02 -3.737e-02 -2.350e-02 -4.881e-03  2.486e-04  1.382e-02  2.433e-08  2.298e-08  1.008e-09  1.023e-09    0.1880  4.067e-02   -0.1912    0.2573    0.6929   -0.3331    3.1416    3.1416  4.255e-21 -8.575e-21    3.1416  4.255e-21  110.0000 1
21 -2.568e-02  1.408e-02 -1.065e-02  2.077e-04 -8.233e-04  3.484e-02  2.238e-08  2.180e-08  1.034e-09  9.164e-10   -0.4696 -3.771e-02    0.1096 -5.580e-02    0.3861  6.236e-02    3.1416    3.1416  1.106e-20  3.097e-24    3.1416  1.106e-20  110.0000 1
22  6.645e-03  1.365e-02  3.730e-03 -1.523e-03  1.591e-02  1.185e-02  2.543e-08  2.288e-08  1.093e-09  1.046e-09    0.4225   -0.1649   -0.2095   -0.2523 -8.417e-02   -0.3726    3.1416    3.1416 -2.776e-19    0.    3.1416 -2.776e-19  110.0000 1
23 -2.229e-03 -3.371e-02  4.525e-03  1.036e-02  4.319e-03  1.797e-02  2.572e-08  2.138e-08  8.492e-10  8.609e-10   -0.1009   -0.2245 -7.233e-02   -0.1575    0.1029   -0.1093    3.1416    3.1416  7.994e-22  7.476e-27    3.1416  7.994e-22  110.0000 1
24  4.778e-03  2.792e-02 -1.223e-02  7.569e-03  1.088e-02  1.477e-02  1.856e-08  2.195e-08  1.109e-09  1.254e-09 -3.658e-02  5.165e-02   -0.5738    0.2306    0.8243  2.834e-02    3.1416    3.1416  1.767e-19 -4.861e-23    3.1416  1.767e-19  110.0000 1
25 -2.662e-02 -2.558e-02 -1.831e-02  1.321e-03  6.652e-03 -2.341e-02  2.276e-08  2.308e-08  9.061e-10  9.327e-10    0.3393   -0.1561   -0.3646   -0.4689 -2.103e-02 -3.085e-02    3.1416    3.1416 -1.726e-18 -2.688e-23    3.1416 -1.726e-18  110.0000 1
26 -4.114e-03  1.605e-02  9.296e-04  5.813e-03 -3.763e-03  7.294e-03  1.988e-08  2.241e-08  1.265e-09  1.042e-09   -0.3058    0.4492   -0.2109   -0.1802    0.4267   -0.1932    3.1416    3.1416 -2.743e-22  6.369e-25    3.1416 -2.743e-22  110.0000 1
27  8.526e-03  2.503e-02  1.157e-02 -2.423e-03  1.093e-02  9.580e-03  1.722e-08  2.083e-08  9.310e-10  9.532e-10    0.1645  8.786e-02    0.2174    0.2592 -5.948e-02    0.1504    3.1416    3.1416  5.078e-17 -2.316e-20    3.1416  5.078e-17  110.0000 1
28 -1.766e-02 -3.542e-03 -1.320e-02  1.978e-02 -7.293e-03 -8.636e-03  1.978e-08  2.023e-08  7.511e-10  9.505e-10    0.1704  3.829e-02 -1.228e-02   -0.3567   -0.1320   -0.1949    3.1416    3.1416  1.155e-18 -1.976e-21    3.1416  1.155e-18  110.0000 1
29 -2.940e-02 -3.249e-03 -3.854e-03  8.439e-04  1.553e-02 -4.672e-03  2.321e-08  2.356e-08  1.069e-09  8.872e-10 -2.803e-02 -9.397e-02    0.2760    0.1219    0.1379 -3.095e-02    3.1416    3.1416  1.659e-19  7.291e-28    3.1416  1.659e-19  110.0000 1
30 -1.013e-02  6.801e-03  2.857e-03  3.156e-02  7.831e-03  4.815e-03  2.102e-08  2.351e-08  9.368e-10  9.213e-10    0.1405   -0.3064    0.3957   -0.5407   -0.4298   -0.1291    3.1416    3.1416 -1.187e-17 -1.791e-20    3.1416 -1.187e-17  110.0000 1
31  1.623e-02 -4.885e-02  7.218e-03  5.136e-03 -5.229e-03  3.005e-02  2.155e-08  2.048e-08  1.078e-09  8.836e-10   -0.1833   -0.6812 -2.529e-04    0.5461    0.2095   -0.1190    3.1416    3.1416  5.691e-17 -4.357e-24    3.1416  5.691e-17  110.0000 1
32 -1.410e-02 -1.046e-03  2.369e-03 -9.613e-03  5.397e-03  3.709e-02  1.911e-08  2.050e-08  1.103e-09  1.223e-09    0.4183   -0.5379   -0.1465   -0.1522    0.1874 -7.633e-03    3.1416    3.1416 -2.484e-21 -4.794e-22    3.1416 -2.484e-21  110.0000 1
33 -1.975e-02 -1.641e-02 -2.927e-02  1.560e-02 -2.715e-03  4.557e-02  2.432e-08  1.816e-08  1.031e-09  9.379e-10   -0.1389    0.1730    0.1758   -0.4213   -0.2198   -0.2475    3.1416    3.1416  5.433e-17  4.791e-24    3.1416  5.433e-17  110.0000 1
34  2.385e-03 -3.796e-03  2.480e-02  2.109e-02 -3.663e-03  8.952e-03  1.604e-08  2.227e-08  1.012e-09  9.097e-10   -0.1521    0.2785   -0.2018    0.2692 -9.511e-02    0.2765    3.1416    3.1416 -5.231e-17 -5.262e-21    3.1416 -5.231e-17  110.0000 1
35  3.622e-02  6.917e-03 -1.655e-02 -4.102e-03 -2.393e-02  2.204e-02  2.449e-08  1.950e-08  1.110e-09  1.002e-09    0.2535  3.840e-02 -7.630e-02   -0.1249    0.6406  7.392e-02    3.1416    3.1416  2.102e-19 -6.270e-28    3.1416  2.102e-19  110.0000 1
36  1.045e-03 -1.293e-02 -1.826e-03 -6.976e-03  6.540e-04 -1.047e-02  2.476e-08  2.515e-08  1.209e-09  1.075e-09   -0.4684   -0.5522    0.1934    0.6261    0.3234    0.2766    0.7762    3.1416  1.270e-17    0.    3.1416  1.270e-17  110.0000 1
37  5.987e-03  1.174e-02 -2.494e-02  2.369e-02  1.020e-02  2.626e-03  2.162e-08  2.514e-08  1.071e-09  9.292e-10   -0.4749    0.4721    0.2692   -0.2080   -0.2277    0.2263    3.1416    3.1416 -4.712e-19  2.977e-26    3.1416 -4.712e-19  110.0000 1
38  3.432e-03 -3.471e-02 -2.469e-02 -1.549e-02  2.753e-02 -1.027e-03  2.396e-08  2.551e-08  9.054e-10  7.977e-10   -0.1403    0.1598   -0.3664 -8.846e-02   -0.2020   -0.3851    3.1416    3.1416  7.474e-20 -8.619e-21    3.1416  7.474e-20  110.0000 1
39 -8.066e-03  7.211e-04  3.469e-03  4.429e-05  2.360e-03  1.942e-02  2.379e-08  2.352e-08  1.126e-09  1.145e-09    0.3128    0.5050    0.2449    0.5305    0.1017    0.5916    3.1416    3.1416 -8.185e-20    0.    3.1416 -8.185e-20  110.0000 1
40 -2.948e-03  8.962e-03  3.438e-03 -2.901e-04  1.511e-02 -1.565e-02  2.259e-08  1.936e-08  1.035e-09  1.168e-09 -1.081e-02   -0.6546    0.6360    0.3567    0.1822    0.6395    3.1416    3.1416 -3.743e-19 -6.236e-20    3.1416 -3.743e-19  110.0000 1
41  1.602e-03 -1.645e-02  2.355e-02  6.710e-03 -3.194e-02  3.647e-04  2.111e-08  2.117e-08  1.026e-09  9.554e-10   -0.6446 -5.792e-03   -0.2689   -0.2620  4.796e-02   -0.4516    3.1416    3.1416  5.070e-21 -5.644e-21    3.1416  5.070e-21  110.0000 1
42 -7.791e-03 -1.462e-02  3.254e-02 -1.649e-02  1.506e-02 -9.736e-03  1.988e-08  2.241e-08  1.109e-09  8.448e-10    0.4436    0.1699    0.8609    0.4710    0.3386    0.2445    3.1416    3.1416 -2.922e-16 -3.795e-24    3.1416 -2.922e-16  110.0000 1
43 -1.091e-02 -9.538e-03  2.422e-02  2.345e-02  1.301e-03  6.163e-03  2.069e-08  2.352e-08  1.124e-09  1.092e-09 -9.423e-02 -5.424e-02  6.117e-02 -6.132e-02    0.2238  4.152e-03    3.1416    3.1416  9.512e-20  3.275e-25    3.1416  9.512e-20  110.0000 1
44  8.888e-04 -9.205e-03 -5.152e-04 -2.112e-02  6.168e-03  5.525e-03  2.559e-08  2.066e-08  9.629e-10  8.798e-10   -0.2720    0.4222   -0.5476   -0.4791   -0.2601  3.762e-02    3.1416    3.1416 -3.539e-20 -1.929e-24    3.1416 -3.539e-20  110.0000 1
45 -3.979e-03  6.585e-03  6.940e-03  5.825e-03 -7.931e-03 -3.608e-02  1.922e-08  2.671e-08  8.708e-10  1.190e-09    0.1211    0.3125   -0.2556   -0.3661    0.3654   -0.2323    3.1416    3.1416  3.776e-20 -2.694e-22    0.8058  3.776e-20  110.0000 1
46 -1.934e-02  2.653e-02 -1.215e-02 -3.309e-03  5.847e-04  1.117e-02  2.035e-08  2.513e-08  1.147e-09  1.075e-09  9.157e-02   -0.2724   -0.2350 -6.273e-02    0.1167    0.3078    3.1416    3.1416  9.329e-20 -3.588e-25    3.1416  9.329e-20  110.0000 1
47  1.771e-04 -3.848e-03 -7.594e-03 -5.185e-03  3.590e-02  6.629e-03  2.307e-08  2.655e-08  1.095e-09  1.064e-09    0.1610    0.1150    0.1772  2.057e-02   -0.3147   -0.2633    3.1416    3.1416  4.665e-18 -3.020e-27    3.1416  4.665e-18  110.0000 1
48 -5.362e-03 -2.723e-02 -5.907e-04 -6.649e-03 -1.925e-03  1.448e-02  1.645e-08  2.139e-08  9.621e-10  1.152e-09 -3.266e-03   -0.3010    0.3608    0.2638   -0.3286   -0.1233    3.1416    3.1416  1.630e-19  5.130e-20    3.1416  1.630e-19  110.0000 1
49  1.825e-02 -1.870e-03 -2.994e-02  2.061e-02 -1.972e-03  1.040e-02  2.289e-08  2.349e-08  1.070e-09  8.059e-10  9.401e-02    0.2882 -8.265e-02   -0.1410    0.2351   -0.2915    3.1416    3.1416  1.933e-19  3.573e-24    3.1416  1.933e-19  110.0000 1
50  2.992e-02 -1.183e-03 -1.647e-03  1.217e-02  8.075e-03  3.274e-03  1.882e-08  2.254e-08  9.016e-10  8.314e-10   -0.1531 -8.336e-02    0.1899   -0.1612  1.574e-02   -0.4390    3.1416    3.1416  3.962e-20 -1.480e-20    3.1416  3.962e-20  110.0000 1
51 -8.188e-03  1.144e-02 -1.357e-02  2.363e-02 -4.997e-03 -3.295e-03  2.036e-08  2.403e-08  1.060e-09  1.184e-09   -0.1799   -0.2786  7.316e-02    0.2580    0.1635    0.1400    3.1416    3.1416  2.083e-21 -1.823e-21    3.1416  2.083e-21  110.0000 1
52  1.402e-02 -3.695e-03  7.395e-04  9.712e-03 -2.000e-03  9.840e-03  2.073e-08  1.765e-08  8.652e-10  1.169e-09   -0.4423    0.1180  2.864e-02   -0.2017   -0.8011    0.1159    3.1416    3.1416 -2.012e-18 -4.017e-23    3.1416 -2.012e-18  110.0000 1
53  3.578e-04  3.238e-02  2.296e-02 -2.342e-03  3.689e-03  1.316e-02  2.064e-08  2.339e-08  8.826e-10  1.016e-09 -4.085e-02  9.731e-02  1.606e-02   -0.1916   -0.2867  2.385e-02    3.1416    3.1416  3.921e-21  1.855e-22    3.1416  3.921e-21  110.0000 1
54 -8.532e-05 -8.411e-03 -7.344e-03  2.035e-02 -4.578e-03 -5.961e-03  2.211e-08  1.985e-08  1.055e-09  1.076e-09 -2.101e-02   -0.2209    0.3588   -0.7334 -9.504e-03   -0.1887    3.1416    3.1416  1.328e-19 -3.077e-22    3.1416  1.328e-19  110.0000 1
55  8.846e-03  2.607e-03 -3.254e-03  4.538e-03 -6.594e-03  1.237e-02  2.401e-08  2.376e-08  1.021e-09  1.126e-09    0.1398   -0.6714   -0.2735    0.2217  2.950e-02   -0.4059    3.1416    3.1416  2.461e-17  6.096e-25    3.1416  2.461e-17  110.0000 1
56  1.607e-02  2.293e-02  2.309e-02 -1.290e-02 -3.123e-03 -1.721e-03  1.954e-08  2.214e-08  1.025e-09  1.182e-09  6.517e-02 -9.655e-02    0.2333 -6.378e-02   -0.3610 -7.468e-02    3.1416    3.1416  2.579e-20 -5.776e-22    3.1416  2.579e-20  110.0000 1
57 -2.092e-02  1.340e-02  1.487e-02 -9.470e-03 -2.167e-02 -4.050e-02  2.151e-08  2.179e-08  9.386e-10  1.090e-09    0.1557   -0.1961 -6.823e-02   -0.1595    0.1231   -0.5028    3.1416    3.1416  2.736e-21 -7.915e-23    3.1416  2.736e-21  110.0000 1
58 -1.344e-02 -2.484e-04  2.088e-02 -1.130e-02  6.275e-03  7.402e-03  2.050e-08  2.524e-08  1.228e-09  8.140e-10    0.1525  3.321e-02   -0.1038   -0.7186   -0.4302   -0.4696    3.1416    3.1416 -1.154e-21    0.    3.1416 -1.154e-21  110.0000 1
59 -9.909e-03  3.060e-02  5.758e-03  1.475e-02 -7.496e-03 -1.322e-02  1.938e-08  2.362e-08  1.033e-09  9.291e-10  3.463e-02    0.3430    0.2333  9.343e-02  3.207e-02 -4.283e-02    3.1416    3.1416 -1.418e-20  6.439e-24    3.1416 -1.418e-20  110.0000 1
60  5.145e-03 -1.944e-02 -2.735e-02  1.279e-03  1.622e-02 -2.058e-02  2.058e-08  2.057e-08  9.171e-10  1.212e-09    0.5343    0.1797    0.3266   -0.2408    0.5903   -0.3043    3.1416    3.1416 -7.187e-21 -3.368e-21    3.1416 -7.187e-21  110.0000 1
61  5.542e-03 -1.469e-02 -8.380e-03  1.593e-03  2.744e-02 -2.417e-02  2.152e-08  2.155e-08  1.174e-09  9.296e-10   -0.1785   -0.1593    0.3258 -5.609e-02    0.3654   -0.1080    3.1416    3.1416  2.246e-22 -2.377e-23    3.1416  2.246e-22  110.0000 1
62 -1.299e-02 -3.172e-02  1.709e-02  1.058e-02  2.239e-02 -2.698e-02  2.392e-08  1.959e-08  9.301e-10  1.125e-09   -0.2588   -0.5548 -3.440e-02    0.4572   -0.1718    0.3882    3.1416    3.1416 -4.687e-22 -1.637e-22    3.1416 -4.687e-22  110.0000 1
63 -3.993e-02  1.206e-02 -4.595e-03 -2.757e-02 -2.164e-02 -8.842e-03  1.724e-08  2.711e-08  1.038e-09  9.710e-10    0.7243 -7.299e-02   -0.2487  1.362e-02    0.7251   -0.4599    3.1416    3.1416 -3.983e-22 -2.815e-19    3.1416 -3.983e-22  110.0000 1
64 -9.907e-03  2.033e-02  6.131e-03  5.912e-03 -2.928e-02 -4.734e-03  2.054e-08  2.203e-08  1.083e-09  1.006e-09    0.1606    0.1627   -0.4516    0.2707 -1.406e-02 -2.913e-02    3.1416    3.1416  2.619e-19 -4.716e-24    3.1416  2.619e-19  110.0000 1
65  1.728e-02 -1.435e-02 -1.144e-02 -5.816e-03 -3.421e-02  2.905e-02  2.010e-08  2.335e-08  9.363e-10  7.050e-10 -8.596e-02    0.2101  4.847e-02  4.206e-02 -1.721e-02   -0.5123    3.1416    3.1416 -4.668e-21  4.606e-23    3.1416 -4.668e-21  110.0000 1
66 -3.545e-03  1.144e-02 -1.183e-03  1.505e-02  1.519e-02  4.312e-03  2.130e-08  2.452e-08  7.816e-10  9.753e-10    0.4353   -0.1571    0.4496 -4.216e-02   -0.4760   -0.3550    3.1416    3.1416  4.147e-20  1.109e-22    3.1416  4.147e-20  110.0000 1
67 -7.609e-03  3.059e-02 -1.581e-02 -6.786e-03 -2.556e-02  1.348e-02  1.935e-08  2.469e-08  1.135e-09  8.838e-10   -0.1038  3.935e-02   -0.4522 -7.834e-03 -3.884e-02   -0.6875    3.1416    3.1416 -1.526e-17 -1.010e-26    3.1416 -1.526e-17  110.0000 1
68 -2.751e-02 -3.702e-02 -1.275e-02  2.007e-02  8.663e-03  1.885e-02  2.394e-08  2.204e-08  1.020e-09  1.020e-09  4.087e-02    0.2897   -0.2069  6.358e-02 -7.978e-02    0.1640    3.1416    3.1416  9.489e-18 -4.056e-25    3.1416  9.489e-18  110.0000 1
69  1.305e-02 -1.930e-02 -1.225e-03  9.910e-03  8.992e-03 -2.280e-02  2.335e-08  1.933e-08  1.101e-09  9.146e-10    0.4631 -7.164e-02   -0.1410  8.419e-02    0.3559   -0.3677    3.1416    3.1416 -8.364e-20 -2.794e-16    3.1416 -8.364e-20  110.0000 1
70 -4.011e-03 -6.605e-03 -5.743e-03 -2.930e-03 -1.769e-02  1.731e-02  1.981e-08  2.285e-08  1.063e-09  1.015e-09   -0.3158    0.2627  3.473e-02   -0.6896 -6.047e-02   -0.1570    3.1416    3.1416  1.124e-19  1.489e-26    3.1416  1.124e-19  110.0000 1
71 -5.762e-03 -1.330e-02  1.639e-03 -9.285e-03  5.868e-03 -1.530e-02  2.160e-08  1.978e-08  1.014e-09  9.080e-10   -0.5013 -8.370e-02 -1.808e-02   -0.5821   -0.1827   -0.3019    3.1416    3.1416 -5.414e-20 -4.553e-24    3.1416 -5.414e-20  110.0000 1
72  2.891e-02  1.808e-03 -3.464e-02  2.148e-02 -1.722e-02  7.411e-03  1.958e-08  2.090e-08  1.056e-09  1.045e-09    0.1328 -7.931e-02   -0.3442    0.3489  8.153e-05   -0.4509    3.1416    3.1416 -8.889e-22 -1.234e-22    3.1416 -8.889e-22  110.0000 1
73  5.494e-03  1.721e-03 -5.797e-03  5.275e-03 -3.608e-02  1.990e-02  2.163e-08  1.916e-08  9.059e-10  8.512e-10    0.3483    0.2573   -0.1233  2.474e-02   -0.3088    0.6532    3.1416    3.1416  1.411e-17 -1.302e-20    3.1416  1.411e-17  110.0000 1
74  5.105e-03 -1.946e-02 -6.080e-03  2.595e-03 -6.567e-04 -3.161e-02  2.377e-08  2.558e-08  1.148e-09  1.112e-09    0.2631   -0.4013  1.956e-02  3.728e-02    0.1550    0.4832    3.1416    3.1416  1.911e-20    0.    3.1416  1.911e-20  110.0000 1
75 -2.757e-02 -2.240e-02 -1.942e-02  5.239e-03 -1.935e-03 -1.872e-03  2.187e-08  2.147e-08  1.108e-09  1.204e-09    0.4446    0.2294  3.590e-03   -0.2870    0.2388 -4.507e-02    3.1416    3.1416  8.049e-20 -7.651e-24    3.1416  8.049e-20  110.0000 1
76 -1.235e-02 -1.548e-02  3.096e-02 -1.373e-02  3.076e-02  1.027e-02  2.490e-08  2.615e-08  9.957e-10  9.468e-10    0.2721 -1.185e-02   -0.1130   -0.6069   -0.1357    0.3658    3.1416    3.1416  1.176e-17 -2.711e-28    3.1416  1.176e-17  110.0000 1
77 -3.505e-02 -2.609e-02  9.538e-03  1.389e-02 -1.380e-02  1.911e-02  2.245e-08  2.087e-08  1.027e-09  8.951e-10    0.2827    0.1917    0.3534 -4.855e-02   -0.2926  1.012e-02    3.1416    3.1416  6.992e-21 -4.289e-22    3.1416  6.992e-21  110.0000 1
78 -1.121e-02 -2.915e-02 -1.244e-02 -2.177e-02  2.235e-02 -1.775e-02  2.315e-08  2.186e-08  9.897e-10  9.552e-10  7.031e-02   -0.3130    0.1241  2.962e-02    0.2863    0.1568    3.1416    3.1416  4.230e-23 -3.100e-22    3.1416  4.230e-23  110.0000 1
79 -3.879e-03  7.451e-03 -2.190e-03  5.415e-02 -2.937e-02  3.269e-04  2.749e-08  2.402e-08  9.032e-10  9.366e-10    0.1806    0.5641    0.7801 -2.207e-02   -0.5462   -0.1101    3.1416    3.1416  5.082e-20  2.249e-24    3.1416  5.082e-20  110.0000 1
80  8.174e-03 -2.058e-05 -1.704e-02  1.744e-02 -4.127e-04  6.049e-03  2.130e-08  2.033e-08  1.151e-09  1.070e-09    0.1971   -0.2843 -8.583e-02   -0.2056    0.4173    0.2453    3.1416    3.1416  7.128e-21 -7.703e-23    3.1416  7.128e-21  110.0000 1
81  1.299e-02 -6.115e-03  1.400e-02  5.215e-03 -2.603e-02 -2.337e-02  1.867e-08  2.503e-08  8.811e-10  1.052e-09   -0.1031    0.1370  9.140e-02   -0.3460    0.4127 -6.599e-02    3.1416    3.1416  5.125e-22  9.904e-23    3.1416  5.125e-22  110.0000 1
82 -1.133e-02 -1.824e-03  5.504e-04 -2.074e-02  9.649e-03  1.330e-02  2.105e-08  2.012e-08  9.842e-10  1.109e-09  8.392e-03   -0.3593   -0.3716   -0.2640 -9.923e-02 -1.264e-02    3.1416    3.1416  2.542e-17 -1.277e-22    3.1416  2.542e-17  110.0000 1
83  2.753e-03  1.562e-02 -1.486e-02  3.382e-02  2.397e-02  6.828e-03  2.089e-08  2.374e-08  1.154e-09  1.140e-09 -8.752e-02    0.4717   -0.1861   -0.1466 -3.365e-02   -0.3067    3.1416    3.1416  5.561e-19  1.575e-26    3.1416  5.561e-19  110.0000 1
84  3.295e-03  2.566e-03  5.830e-03  2.396e-02  8.782e-03 -6.783e-03  2.030e-08  1.823e-08  8.962e-10  9.592e-10    0.4139  8.761e-02    0.4478    0.1906   -0.3937   -0.4106    3.1416    3.1416  3.491e-19 -1.618e-22    3.1416  3.491e-19  110.0000 1
