$DATA1 SOURCE='HSPICE' VERSION='I-2013.12-SP1-1 32-BIT'
$OPTION MEASFORM=1
.TITLE '****summer 2017 necrl stt latch wite path monte carlo analysis****'
index 1:vdvtn@dvtn_intra 5:vdvtn@dvtn_intra 2:vdvtn@dvtn_intra 3:vdvtp@dvtp_intra 6:vdvtp@dvtp_intra 4:vdvtp@dvtp_intra 7:r1@dr_intra 8:r1@dr_intra 7:tox1@dt_intra 8:tox1@dt_intra 9:mc_cnr_rnd@9:mc_cnr_round 10:mc_cnr_rnd@10:mc_cnr_round 11:mc_cnr_rnd@11:mc_cnr_round 12:mc_cnr_rnd@12:mc_cnr_round 13:mc_cnr_rnd@13:mc_cnr_round 14:mc_cnr_rnd@14:mc_cnr_round ntrh ntdh1 ntrl1 ntdl ntdh2 ntrl2 temper alter#
33 -2.111e-02 -1.641e-02 -3.129e-02  1.560e-02 -2.903e-03  4.557e-02  2.432e-08  1.816e-08  1.031e-09  9.379e-10   -0.1389    0.1730    0.1758   -0.4213   -0.2198   -0.2475    3.1416    3.1416  1.872e-19 -1.533e-22    3.1416  1.872e-19  110.0000 2
34  2.550e-03 -3.796e-03  2.652e-02  2.109e-02 -3.916e-03  8.952e-03  1.604e-08  2.227e-08  1.012e-09  9.097e-10   -0.1521    0.2785   -0.2018    0.2692 -9.511e-02    0.2765    3.1416    3.1416  2.130e-23 -2.266e-22    3.1416  2.130e-23  110.0000 2
35  3.872e-02  6.917e-03 -1.770e-02 -4.102e-03 -2.559e-02  2.204e-02  2.449e-08  1.950e-08  1.110e-09  1.002e-09    0.2535  3.840e-02 -7.630e-02   -0.1249    0.6406  7.392e-02    3.1416    3.1416 -4.009e-19 -6.277e-24    3.1416 -4.009e-19  110.0000 2
36  1.117e-03 -1.293e-02 -1.952e-03 -6.976e-03  6.992e-04 -1.047e-02  2.476e-08  2.515e-08  1.209e-09  1.075e-09   -0.4684   -0.5522    0.1934    0.6261    0.3234    0.2766    0.7776    3.1416 -2.584e-21    0.    0.8669 -2.584e-21  110.0000 2
37  6.400e-03  1.174e-02 -2.666e-02  2.369e-02  1.091e-02  2.626e-03  2.162e-08  2.514e-08  1.071e-09  9.292e-10   -0.4749    0.4721    0.2692   -0.2080   -0.2277    0.2263    3.1416    3.1416 -1.366e-21 -3.943e-24    3.1416 -1.366e-21  110.0000 2
38  3.669e-03 -3.471e-02 -2.639e-02 -1.549e-02  2.943e-02 -1.027e-03  2.396e-08  2.551e-08  9.054e-10  7.977e-10   -0.1403    0.1598   -0.3664 -8.846e-02   -0.2020   -0.3851    3.1416    3.1416  6.236e-20  1.362e-23    3.1416  6.236e-20  110.0000 2
39 -8.623e-03  7.211e-04  3.709e-03  4.429e-05  2.523e-03  1.942e-02  2.379e-08  2.352e-08  1.126e-09  1.145e-09    0.3128    0.5050    0.2449    0.5305    0.1017    0.5916    3.1416    3.1416  7.468e-17 -5.526e-24    0.8770  7.468e-17  110.0000 2
40 -3.151e-03  8.962e-03  3.676e-03 -2.901e-04  1.615e-02 -1.565e-02  2.259e-08  1.936e-08  1.035e-09  1.168e-09 -1.081e-02   -0.6546    0.6360    0.3567    0.1822    0.6395    3.1416    3.1416  4.053e-20  8.700e-21    3.1416  4.053e-20  110.0000 2
41  1.713e-03 -1.645e-02  2.517e-02  6.710e-03 -3.415e-02  3.647e-04  2.111e-08  2.117e-08  1.026e-09  9.554e-10   -0.6446 -5.792e-03   -0.2689   -0.2620  4.796e-02   -0.4516    3.1416    3.1416  2.194e-20  5.545e-25    3.1416  2.194e-20  110.0000 2
42 -8.329e-03 -1.462e-02  3.478e-02 -1.649e-02  1.610e-02 -9.736e-03  1.988e-08  2.241e-08  1.109e-09  8.448e-10    0.4436    0.1699    0.8609    0.4710    0.3386    0.2445    3.1416    3.1416 -7.227e-22 -3.071e-26    3.1416 -7.227e-22  110.0000 2
43 -1.167e-02 -9.538e-03  2.589e-02  2.345e-02  1.391e-03  6.163e-03  2.069e-08  2.352e-08  1.124e-09  1.092e-09 -9.423e-02 -5.424e-02  6.117e-02 -6.132e-02    0.2238  4.152e-03    3.1416    3.1416 -1.229e-21  1.382e-26    3.1416 -1.229e-21  110.0000 2
44  9.502e-04 -9.205e-03 -5.507e-04 -2.112e-02  6.594e-03  5.525e-03  2.559e-08  2.066e-08  9.629e-10  8.798e-10   -0.2720    0.4222   -0.5476   -0.4791   -0.2601  3.762e-02    3.1416    3.1416  3.429e-19 -1.979e-25    3.1416  3.429e-19  110.0000 2
45 -4.254e-03  6.585e-03  7.420e-03  5.825e-03 -8.478e-03 -3.608e-02  1.922e-08  2.671e-08  8.708e-10  1.190e-09    0.1211    0.3125   -0.2556   -0.3661    0.3654   -0.2323    3.1416    3.1416 -8.231e-21  4.034e-18    0.6915 -8.231e-21  110.0000 2
46 -2.068e-02  2.653e-02 -1.299e-02 -3.309e-03  6.251e-04  1.117e-02  2.035e-08  2.513e-08  1.147e-09  1.075e-09  9.157e-02   -0.2724   -0.2350 -6.273e-02    0.1167    0.3078    3.1416    3.1416  8.693e-19  1.717e-23    3.1416  8.693e-19  110.0000 2
47  1.893e-04 -3.848e-03 -8.119e-03 -5.185e-03  3.838e-02  6.629e-03  2.307e-08  2.655e-08  1.095e-09  1.064e-09    0.1610    0.1150    0.1772  2.057e-02   -0.3147   -0.2633    3.1416    3.1416 -2.631e-16  5.374e-24    0.7167 -2.631e-16  110.0000 2
48 -5.732e-03 -2.723e-02 -6.315e-04 -6.649e-03 -2.058e-03  1.448e-02  1.645e-08  2.139e-08  9.621e-10  1.152e-09 -3.266e-03   -0.3010    0.3608    0.2638   -0.3286   -0.1233    3.1416    3.1416 -4.709e-20 -4.144e-21    3.1416 -4.709e-20  110.0000 2
49  1.951e-02 -1.870e-03 -3.201e-02  2.061e-02 -2.108e-03  1.040e-02  2.289e-08  2.349e-08  1.070e-09  8.059e-10  9.401e-02    0.2882 -8.265e-02   -0.1410    0.2351   -0.2915    3.1416    3.1416 -1.663e-21    0.    3.1416 -1.663e-21  110.0000 2
50  3.199e-02 -1.183e-03 -1.760e-03  1.217e-02  8.633e-03  3.274e-03  1.882e-08  2.254e-08  9.016e-10  8.314e-10   -0.1531 -8.336e-02    0.1899   -0.1612  1.574e-02   -0.4390    3.1416    3.1416  1.650e-23  3.347e-20    3.1416  1.650e-23  110.0000 2
51 -8.753e-03  1.144e-02 -1.451e-02  2.363e-02 -5.342e-03 -3.295e-03  2.036e-08  2.403e-08  1.060e-09  1.184e-09   -0.1799   -0.2786  7.316e-02    0.2580    0.1635    0.1400    3.1416    3.1416  6.169e-18  3.645e-20    1.2770  6.169e-18  110.0000 2
52  1.499e-02 -3.695e-03  7.905e-04  9.712e-03 -2.138e-03  9.840e-03  2.073e-08  1.765e-08  8.652e-10  1.169e-09   -0.4423    0.1180  2.864e-02   -0.2017   -0.8011    0.1159    3.1416    3.1416 -7.269e-19  2.119e-17    3.1416 -7.269e-19  110.0000 2
53  3.825e-04  3.238e-02  2.454e-02 -2.342e-03  3.944e-03  1.316e-02  2.064e-08  2.339e-08  8.826e-10  1.016e-09 -4.085e-02  9.731e-02  1.606e-02   -0.1916   -0.2867  2.385e-02    3.1416    3.1416 -1.754e-21 -2.244e-23    3.1416 -1.754e-21  110.0000 2
54 -9.121e-05 -8.411e-03 -7.851e-03  2.035e-02 -4.894e-03 -5.961e-03  2.211e-08  1.985e-08  1.055e-09  1.076e-09 -2.101e-02   -0.2209    0.3588   -0.7334 -9.504e-03   -0.1887    3.1416    3.1416 -4.960e-20  4.619e-25    3.1416 -4.960e-20  110.0000 2
55  9.457e-03  2.607e-03 -3.479e-03  4.538e-03 -7.049e-03  1.237e-02  2.401e-08  2.376e-08  1.021e-09  1.126e-09    0.1398   -0.6714   -0.2735    0.2217  2.950e-02   -0.4059    3.1416    3.1416 -1.505e-20  2.768e-25    0.8409 -1.505e-20  110.0000 2
56  1.718e-02  2.293e-02  2.468e-02 -1.290e-02 -3.338e-03 -1.721e-03  1.954e-08  2.214e-08  1.025e-09  1.182e-09  6.517e-02 -9.655e-02    0.2333 -6.378e-02   -0.3610 -7.468e-02    3.1416    3.1416 -1.881e-18 -1.295e-24    3.1416 -1.881e-18  110.0000 2
57 -2.236e-02  1.340e-02  1.589e-02 -9.470e-03 -2.317e-02 -4.050e-02  2.151e-08  2.179e-08  9.386e-10  1.090e-09    0.1557   -0.1961 -6.823e-02   -0.1595    0.1231   -0.5028    3.1416    3.1416  3.576e-19  3.614e-17    3.1416  3.576e-19  110.0000 2
58 -1.436e-02 -2.484e-04  2.232e-02 -1.130e-02  6.708e-03  7.402e-03  2.050e-08  2.524e-08  1.228e-09  8.140e-10    0.1525  3.321e-02   -0.1038   -0.7186   -0.4302   -0.4696    3.1416    3.1416  1.033e-19    0.    3.1416  1.033e-19  110.0000 2
59 -1.059e-02  3.060e-02  6.156e-03  1.475e-02 -8.013e-03 -1.322e-02  1.938e-08  2.362e-08  1.033e-09  9.291e-10  3.463e-02    0.3430    0.2333  9.343e-02  3.207e-02 -4.283e-02    3.1416    3.1416 -3.345e-21 -4.213e-21    3.1416 -3.345e-21  110.0000 2
60  5.500e-03 -1.944e-02 -2.924e-02  1.279e-03  1.734e-02 -2.058e-02  2.058e-08  2.057e-08  9.171e-10  1.212e-09    0.5343    0.1797    0.3266   -0.2408    0.5903   -0.3043    3.1416    3.1416  6.489e-20 -3.389e-21    3.1416  6.489e-20  110.0000 2
61  5.925e-03 -1.469e-02 -8.958e-03  1.593e-03  2.933e-02 -2.417e-02  2.152e-08  2.155e-08  1.174e-09  9.296e-10   -0.1785   -0.1593    0.3258 -5.609e-02    0.3654   -0.1080    3.1416    3.1416 -1.679e-19  6.138e-26    3.1416 -1.679e-19  110.0000 2
62 -1.388e-02 -3.172e-02  1.827e-02  1.058e-02  2.393e-02 -2.698e-02  2.392e-08  1.959e-08  9.301e-10  1.125e-09   -0.2588   -0.5548 -3.440e-02    0.4572   -0.1718    0.3882    3.1416    3.1416 -3.425e-19  1.321e-18    3.1416 -3.425e-19  110.0000 2
63 -4.269e-02  1.206e-02 -4.913e-03 -2.757e-02 -2.314e-02 -8.842e-03  1.724e-08  2.711e-08  1.038e-09  9.710e-10    0.7243 -7.299e-02   -0.2487  1.362e-02    0.7251   -0.4599    3.1416    3.1416  9.819e-20 -2.256e-22    3.1416  9.819e-20  110.0000 2
64 -1.059e-02  2.033e-02  6.554e-03  5.912e-03 -3.130e-02 -4.734e-03  2.054e-08  2.203e-08  1.083e-09  1.006e-09    0.1606    0.1627   -0.4516    0.2707 -1.406e-02 -2.913e-02    3.1416    3.1416  5.810e-19  5.295e-23    3.1416  5.810e-19  110.0000 2
65  1.847e-02 -1.435e-02 -1.223e-02 -5.816e-03 -3.657e-02  2.905e-02  2.010e-08  2.335e-08  9.363e-10  7.050e-10 -8.596e-02    0.2101  4.847e-02  4.206e-02 -1.721e-02   -0.5123    3.1416    3.1416 -1.034e-19 -1.928e-21    3.1416 -1.034e-19  110.0000 2
66 -3.790e-03  1.144e-02 -1.264e-03  1.505e-02  1.624e-02  4.312e-03  2.130e-08  2.452e-08  7.816e-10  9.753e-10    0.4353   -0.1571    0.4496 -4.216e-02   -0.4760   -0.3550    3.1416    3.1416 -2.260e-18 -6.148e-21    3.1416 -2.260e-18  110.0000 2
67 -8.135e-03  3.059e-02 -1.690e-02 -6.786e-03 -2.732e-02  1.348e-02  1.935e-08  2.469e-08  1.135e-09  8.838e-10   -0.1038  3.935e-02   -0.4522 -7.834e-03 -3.884e-02   -0.6875    3.1416    3.1416  1.020e-21  1.150e-27    3.1416  1.020e-21  110.0000 2
68 -2.941e-02 -3.702e-02 -1.363e-02  2.007e-02  9.261e-03  1.885e-02  2.394e-08  2.204e-08  1.020e-09  1.020e-09  4.087e-02    0.2897   -0.2069  6.358e-02 -7.978e-02    0.1640    3.1416    3.1416  4.318e-19  8.215e-25    3.1416  4.318e-19  110.0000 2
69  1.395e-02 -1.930e-02 -1.310e-03  9.910e-03  9.613e-03 -2.280e-02  2.335e-08  1.933e-08  1.101e-09  9.146e-10    0.4631 -7.164e-02   -0.1410  8.419e-02    0.3559   -0.3677    3.1416    3.1416 -6.150e-21 -1.918e-26    3.1416 -6.150e-21  110.0000 2
70 -4.288e-03 -6.605e-03 -6.139e-03 -2.930e-03 -1.891e-02  1.731e-02  1.981e-08  2.285e-08  1.063e-09  1.015e-09   -0.3158    0.2627  3.473e-02   -0.6896 -6.047e-02   -0.1570    3.1416    3.1416  9.798e-20  1.444e-23    3.1416  9.798e-20  110.0000 2
71 -6.160e-03 -1.330e-02  1.752e-03 -9.285e-03  6.273e-03 -1.530e-02  2.160e-08  1.978e-08  1.014e-09  9.080e-10   -0.5013 -8.370e-02 -1.808e-02   -0.5821   -0.1827   -0.3019    3.1416    3.1416  1.756e-17 -2.685e-22    3.1416  1.756e-17  110.0000 2
72  3.091e-02  1.808e-03 -3.703e-02  2.148e-02 -1.840e-02  7.411e-03  1.958e-08  2.090e-08  1.056e-09  1.045e-09    0.1328 -7.931e-02   -0.3442    0.3489  8.153e-05   -0.4509    3.1416    3.1416  2.340e-19  2.629e-23    3.1416  2.340e-19  110.0000 2
73  5.874e-03  1.721e-03 -6.198e-03  5.275e-03 -3.857e-02  1.990e-02  2.163e-08  1.916e-08  9.059e-10  8.512e-10    0.3483    0.2573   -0.1233  2.474e-02   -0.3088    0.6532    3.1416    3.1416  4.397e-18 -3.911e-18    3.1416  4.397e-18  110.0000 2
74  5.457e-03 -1.946e-02 -6.500e-03  2.595e-03 -7.020e-04 -3.161e-02  2.377e-08  2.558e-08  1.148e-09  1.112e-09    0.2631   -0.4013  1.956e-02  3.728e-02    0.1550    0.4832    3.1416    3.1416 -3.095e-21    0.    0.7753 -3.095e-21  110.0000 2
75 -2.947e-02 -2.240e-02 -2.076e-02  5.239e-03 -2.069e-03 -1.872e-03  2.187e-08  2.147e-08  1.108e-09  1.204e-09    0.4446    0.2294  3.590e-03   -0.2870    0.2388 -4.507e-02    3.1416    3.1416 -1.521e-20 -3.386e-21    3.1416 -1.521e-20  110.0000 2
76 -1.320e-02 -1.548e-02  3.309e-02 -1.373e-02  3.288e-02  1.027e-02  2.490e-08  2.615e-08  9.957e-10  9.468e-10    0.2721 -1.185e-02   -0.1130   -0.6069   -0.1357    0.3658    3.1416    3.1416  1.919e-20    0.    0.7847  1.919e-20  110.0000 2
77 -3.747e-02 -2.609e-02  1.020e-02  1.389e-02 -1.475e-02  1.911e-02  2.245e-08  2.087e-08  1.027e-09  8.951e-10    0.2827    0.1917    0.3534 -4.855e-02   -0.2926  1.012e-02    3.1416    3.1416  1.692e-20  2.873e-25    3.1416  1.692e-20  110.0000 2
78 -1.199e-02 -2.915e-02 -1.330e-02 -2.177e-02  2.390e-02 -1.775e-02  2.315e-08  2.186e-08  9.897e-10  9.552e-10  7.031e-02   -0.3130    0.1241  2.962e-02    0.2863    0.1568    3.1416    3.1416  1.824e-18  2.037e-22    3.1416  1.824e-18  110.0000 2
79 -4.147e-03  7.451e-03 -2.341e-03  5.415e-02 -3.139e-02  3.269e-04  2.749e-08  2.402e-08  9.032e-10  9.366e-10    0.1806    0.5641    0.7801 -2.207e-02   -0.5462   -0.1101    3.1416    3.1416  5.703e-20  1.267e-25    3.1416  5.703e-20  110.0000 2
80  8.739e-03 -2.058e-05 -1.822e-02  1.744e-02 -4.412e-04  6.049e-03  2.130e-08  2.033e-08  1.151e-09  1.070e-09    0.1971   -0.2843 -8.583e-02   -0.2056    0.4173    0.2453    3.1416    3.1416 -7.430e-20 -7.507e-25    3.1416 -7.430e-20  110.0000 2
81  1.388e-02 -6.115e-03  1.497e-02  5.215e-03 -2.783e-02 -2.337e-02  1.867e-08  2.503e-08  8.811e-10  1.052e-09   -0.1031    0.1370  9.140e-02   -0.3460    0.4127 -6.599e-02    3.1416    3.1416  1.022e-22 -1.585e-20    3.1416  1.022e-22  110.0000 2
82 -1.211e-02 -1.824e-03  5.885e-04 -2.074e-02  1.032e-02  1.330e-02  2.105e-08  2.012e-08  9.842e-10  1.109e-09  8.392e-03   -0.3593   -0.3716   -0.2640 -9.923e-02 -1.264e-02    3.1416    3.1416  3.768e-20  4.046e-19    3.1416  3.768e-20  110.0000 2
83  2.943e-03  1.562e-02 -1.589e-02  3.382e-02  2.563e-02  6.828e-03  2.089e-08  2.374e-08  1.154e-09  1.140e-09 -8.752e-02    0.4717   -0.1861   -0.1466 -3.365e-02   -0.3067    3.1416    3.1416 -2.815e-21  4.190e-24    3.1416 -2.815e-21  110.0000 2
84  3.523e-03  2.566e-03  6.232e-03  2.396e-02  9.388e-03 -6.783e-03  2.030e-08  1.823e-08  8.962e-10  9.592e-10    0.4139  8.761e-02    0.4478    0.1906   -0.3937   -0.4106    3.1416    3.1416 -6.141e-24 -2.557e-20    3.1416 -6.141e-24  110.0000 2
